Clock_Time, Current, V_battery, CCF, SoC
10580000,0.500000,3.691500,0.988726,0.327704 
10585000,0.500000,3.691428,0.988726,0.327406 
10590000,0.500000,3.691356,0.988726,0.327108 
10595000,0.500000,3.691283,0.988725,0.326810 
10600000,0.500000,3.691211,0.988725,0.326512 
10605000,0.500000,3.691138,0.988725,0.326214 
10610000,0.500000,3.691066,0.988725,0.325916 
10615000,0.500000,3.690993,0.988725,0.325618 
10620000,0.500000,3.690921,0.988725,0.325320 
10625000,0.500000,3.690849,0.988725,0.325022 
10630000,0.500000,3.690777,0.988725,0.324724 
10635000,0.500000,3.690704,0.988725,0.324426 
10640000,0.500000,3.690632,0.988725,0.324128 
10645000,0.500000,3.690560,0.988725,0.323830 
10650000,0.500000,3.690486,0.988725,0.323532 
10655000,0.500000,3.690414,0.988725,0.323233 
10660000,0.500000,3.690342,0.988725,0.322935 
10665000,0.500000,3.690270,0.988724,0.322637 
10670000,0.500000,3.690198,0.988724,0.322339 
10675000,0.500000,3.690126,0.988724,0.322041 
10680000,0.500000,3.690053,0.988724,0.321743 
10685000,0.500000,3.689982,0.988724,0.321445 
10690000,0.500000,3.689909,0.988724,0.321147 
10695000,0.500000,3.689838,0.988724,0.320849 
10700000,0.500000,3.689765,0.988724,0.320551 
10705000,0.500000,3.689694,0.988724,0.320253 
10710000,0.500000,3.689622,0.988724,0.319955 
10715000,0.500000,3.689550,0.988724,0.319657 
10720000,0.500000,3.689478,0.988724,0.319359 
10725000,0.500000,3.689406,0.988724,0.319061 
10730000,0.500000,3.689334,0.988724,0.318763 
10735000,0.500000,3.689263,0.988723,0.318465 
10740000,0.500000,3.689191,0.988723,0.318167 
10745000,0.500000,3.689119,0.988723,0.317869 
10750000,0.500000,3.689048,0.988723,0.317571 
10755000,0.500000,3.688977,0.988723,0.317273 
10760000,0.500000,3.688905,0.988723,0.316975 
10765000,0.500000,3.688834,0.988723,0.316677 
10770000,0.500000,3.688762,0.988723,0.316379 
10775000,0.500000,3.688691,0.988723,0.316081 
10780000,0.500000,3.688619,0.988723,0.315783 
10785000,0.500000,3.688548,0.988723,0.315485 
10790000,0.500000,3.688476,0.988723,0.315187 
10795000,0.500000,3.688405,0.988723,0.314889 
10800000,-0.500000,3.764097,0.988723,0.314591 
10805000,-0.500000,3.771766,0.988723,0.314889 
10810000,-0.500000,3.778507,0.988723,0.315187 
10815000,-0.500000,3.784447,0.988723,0.315485 
10820000,-0.500000,3.789691,0.988723,0.315783 
10825000,-0.500000,3.794338,0.988723,0.316081 
10830000,-0.500000,3.798464,0.988723,0.316379 
10835000,-0.500000,3.802142,0.988723,0.316677 
10840000,-0.500000,3.805429,0.988723,0.316975 
10845000,-0.500000,3.808378,0.988723,0.317273 
10850000,-0.500000,3.811035,0.988723,0.317571 
10855000,-0.500000,3.813436,0.988723,0.317869 
10860000,-0.500000,3.815616,0.988723,0.318167 
10865000,-0.500000,3.817602,0.988723,0.318465 
10870000,-0.500000,3.819418,0.988724,0.318763 
10875000,-0.500000,3.821088,0.988724,0.319061 
10880000,-0.500000,3.822630,0.988724,0.319359 
10885000,-0.500000,3.824056,0.988724,0.319657 
10890000,-0.500000,3.825384,0.988724,0.319955 
10895000,-0.500000,3.826625,0.988724,0.320253 
10900000,-0.500000,3.827787,0.988724,0.320551 
10905000,-0.500000,3.828882,0.988724,0.320849 
10910000,-0.500000,3.829915,0.988724,0.321147 
10915000,-0.500000,3.830894,0.988724,0.321445 
10920000,-0.500000,3.831825,0.988724,0.321743 
10925000,-0.500000,3.832712,0.988724,0.322041 
10930000,-0.500000,3.833560,0.988724,0.322339 
10935000,-0.500000,3.834373,0.988724,0.322637 
10940000,-0.500000,3.835153,0.988725,0.322936 
10945000,-0.500000,3.835905,0.988725,0.323234 
10950000,-0.500000,3.836629,0.988725,0.323532 
10955000,-0.500000,3.837330,0.988725,0.323830 
10960000,-0.500000,3.838007,0.988725,0.324128 
10965000,-0.500000,3.838664,0.988725,0.324426 
10970000,-0.500000,3.839301,0.988725,0.324724 
10975000,-0.500000,3.839919,0.988725,0.325022 
10980000,-0.500000,3.840521,0.988725,0.325320 
10985000,-0.500000,3.841107,0.988725,0.325618 
10990000,-0.500000,3.841678,0.988725,0.325916 
10995000,-0.500000,3.842235,0.988725,0.326214 
11000000,-0.500000,3.842777,0.988725,0.326512 
11005000,-0.500000,3.843306,0.988725,0.326810 
11010000,-0.500000,3.843823,0.988726,0.327108 
11015000,-0.500000,3.844326,0.988726,0.327406 
11020000,-0.500000,3.844819,0.988726,0.327704 
11025000,-0.500000,3.845302,0.988726,0.328002 
11030000,-0.500000,3.845775,0.988726,0.328300 
11035000,-0.500000,3.846238,0.988726,0.328598 
11040000,-0.500000,3.846692,0.988726,0.328896 
11045000,-0.500000,3.847136,0.988726,0.329194 
11050000,-0.500000,3.847574,0.988726,0.329492 
11055000,-0.500000,3.848001,0.988726,0.329790 
11060000,-0.500000,3.848421,0.988726,0.330088 
11065000,-0.500000,3.848834,0.988726,0.330386 
11070000,-0.500000,3.849238,0.988726,0.330684 
11075000,-0.500000,3.849635,0.988726,0.330982 
11080000,-0.500000,3.850024,0.988727,0.331280 
11085000,-0.500000,3.850406,0.988727,0.331578 
11090000,-0.500000,3.850781,0.988727,0.331876 
11095000,-0.500000,3.851150,0.988727,0.332174 
11100000,-0.500000,3.851512,0.988727,0.332472 
11105000,-0.500000,3.851867,0.988727,0.332770 
11110000,-0.500000,3.852216,0.988727,0.333068 
11115000,-0.500000,3.852559,0.988727,0.333366 
11120000,-0.500000,3.852895,0.988727,0.333664 
11125000,-0.500000,3.853225,0.988727,0.333962 
11130000,-0.500000,3.853551,0.988727,0.334260 
11135000,-0.500000,3.853871,0.988727,0.334558 
11140000,-0.500000,3.854184,0.988728,0.334856 
11145000,-0.500000,3.854492,0.988728,0.335154 
11150000,-0.500000,3.854796,0.988728,0.335452 
11155000,-0.500000,3.855093,0.988728,0.335751 
11160000,-0.500000,3.855386,0.988728,0.336049 
11165000,-0.500000,3.855675,0.988728,0.336347 
11170000,-0.500000,3.855958,0.988728,0.336645 
11175000,-0.500000,3.856236,0.988728,0.336943 
11180000,-0.500000,3.856511,0.988728,0.337241 
11185000,-0.500000,3.856782,0.988728,0.337539 
11190000,-0.500000,3.857047,0.988728,0.337837 
11195000,-0.500000,3.857307,0.988728,0.338135 
11200000,-0.500000,3.857564,0.988728,0.338433 
11205000,-0.500000,3.857817,0.988728,0.338731 
11210000,-0.500000,3.858066,0.988729,0.339029 
11215000,-0.500000,3.858310,0.988729,0.339327 
11220000,-0.500000,3.858552,0.988729,0.339625 
11225000,-0.500000,3.858788,0.988729,0.339923 
11230000,-0.500000,3.859020,0.988729,0.340221 
11235000,-0.500000,3.859250,0.988729,0.340519 
11240000,-0.500000,3.859476,0.988729,0.340817 
11245000,-0.500000,3.859699,0.988729,0.341115 
11250000,-0.500000,3.859918,0.988729,0.341413 
11255000,-0.500000,3.860132,0.988729,0.341711 
11260000,-0.500000,3.860345,0.988729,0.342009 
11265000,-0.500000,3.860558,0.988729,0.342307 
11270000,-0.500000,3.860765,0.988729,0.342605 
11275000,-0.500000,3.860970,0.988729,0.342903 
11280000,-0.500000,3.861172,0.988730,0.343201 
11285000,-0.500000,3.861371,0.988730,0.343499 
11290000,-0.500000,3.861567,0.988730,0.343797 
11295000,-0.500000,3.861760,0.988730,0.344095 
11300000,-0.500000,3.861949,0.988730,0.344393 
11305000,-0.500000,3.862138,0.988730,0.344691 
11310000,-0.500000,3.862322,0.988730,0.344989 
11315000,-0.500000,3.862503,0.988730,0.345287 
11320000,-0.500000,3.862681,0.988730,0.345585 
11325000,-0.500000,3.862859,0.988730,0.345883 
11330000,-0.500000,3.863034,0.988730,0.346181 
11335000,-0.500000,3.863208,0.988730,0.346479 
11340000,-0.500000,3.863379,0.988730,0.346777 
11345000,-0.500000,3.863551,0.988730,0.347075 
11350000,-0.500000,3.863718,0.988731,0.347373 
11355000,-0.500000,3.863883,0.988731,0.347671 
11360000,-0.500000,3.864047,0.988731,0.347969 
11365000,-0.500000,3.864208,0.988731,0.348267 
11370000,-0.500000,3.864367,0.988731,0.348566 
11375000,-0.500000,3.864524,0.988731,0.348864 
11380000,-0.500000,3.864680,0.988731,0.349162 
11385000,-0.500000,3.864833,0.988731,0.349460 
11390000,-0.500000,3.864984,0.988731,0.349758 
11395000,-0.500000,3.865134,0.988731,0.350056 
11400000,-0.500000,3.865283,0.988731,0.350354 
11405000,-0.500000,3.865429,0.988731,0.350652 
11410000,-0.500000,3.865575,0.988731,0.350950 
11415000,-0.500000,3.865718,0.988732,0.351248 
11420000,-0.500000,3.865859,0.988732,0.351546 
11425000,-0.500000,3.866001,0.988732,0.351844 
11430000,-0.500000,3.866140,0.988732,0.352142 
11435000,-0.500000,3.866279,0.988732,0.352440 
11440000,-0.500000,3.866415,0.988732,0.352738 
11445000,-0.500000,3.866548,0.988732,0.353036 
11450000,-0.500000,3.866682,0.988732,0.353334 
11455000,-0.500000,3.866815,0.988732,0.353632 
11460000,-0.500000,3.866946,0.988732,0.353930 
11465000,-0.500000,3.867078,0.988732,0.354228 
11470000,-0.500000,3.867204,0.988732,0.354526 
11475000,-0.500000,3.867333,0.988732,0.354824 
11480000,-0.500000,3.867458,0.988732,0.355122 
11485000,-0.500000,3.867584,0.988733,0.355420 
11490000,-0.500000,3.867709,0.988733,0.355718 
11495000,-0.500000,3.867831,0.988733,0.356016 
11500000,-0.500000,3.867952,0.988733,0.356314 
11505000,-0.500000,3.868073,0.988733,0.356612 
11510000,-0.500000,3.868195,0.988733,0.356910 
11515000,-0.500000,3.868314,0.988733,0.357208 
11520000,-0.500000,3.868431,0.988733,0.357506 
11525000,-0.500000,3.868549,0.988733,0.357804 
11530000,-0.500000,3.868665,0.988733,0.358102 
11535000,-0.500000,3.868781,0.988733,0.358400 
11540000,-0.500000,3.868895,0.988733,0.358698 
11545000,-0.500000,3.869009,0.988733,0.358996 
11550000,-0.500000,3.869123,0.988734,0.359294 
11555000,-0.500000,3.869234,0.988734,0.359592 
11560000,-0.500000,3.869345,0.988734,0.359890 
11565000,-0.500000,3.869455,0.988734,0.360188 
11570000,-0.500000,3.869564,0.988734,0.360486 
11575000,-0.500000,3.869673,0.988734,0.360784 
11580000,-0.500000,3.869781,0.988734,0.361082 
11585000,-0.500000,3.869890,0.988734,0.361381 
11590000,-0.500000,3.869996,0.988734,0.361679 
11595000,-0.500000,3.870102,0.988734,0.361977 
11600000,-0.500000,3.870208,0.988734,0.362275 
11605000,-0.500000,3.870311,0.988734,0.362573 
11610000,-0.500000,3.870418,0.988734,0.362871 
11615000,-0.500000,3.870522,0.988734,0.363169 
11620000,-0.500000,3.870625,0.988735,0.363467 
11625000,-0.500000,3.870728,0.988735,0.363765 
11630000,-0.500000,3.870830,0.988735,0.364063 
11635000,-0.500000,3.870929,0.988735,0.364361 
11640000,-0.500000,3.871032,0.988735,0.364659 
11645000,-0.500000,3.871130,0.988735,0.364957 
11650000,-0.500000,3.871231,0.988735,0.365255 
11655000,-0.500000,3.871332,0.988735,0.365553 
11660000,-0.500000,3.871429,0.988735,0.365851 
11665000,-0.500000,3.871529,0.988735,0.366149 
11670000,-0.500000,3.871624,0.988735,0.366447 
11675000,-0.500000,3.871721,0.988735,0.366745 
11680000,-0.500000,3.871818,0.988735,0.367043 
11685000,-0.500000,3.871914,0.988735,0.367341 
11690000,-0.500000,3.872013,0.988736,0.367639 
11695000,-0.500000,3.872107,0.988736,0.367937 
11700000,-0.500000,3.872204,0.988736,0.368235 
11705000,-0.500000,3.872298,0.988736,0.368533 
11710000,-0.500000,3.872393,0.988736,0.368831 
11715000,-0.500000,3.872487,0.988736,0.369129 
11720000,-0.500000,3.872578,0.988736,0.369427 
11725000,-0.500000,3.872673,0.988736,0.369725 
11730000,-0.500000,3.872766,0.988736,0.370023 
11735000,-0.500000,3.872859,0.988736,0.370321 
11740000,-0.500000,3.872947,0.988736,0.370619 
11745000,-0.500000,3.873040,0.988736,0.370917 
11750000,-0.500000,3.873128,0.988736,0.371215 
11755000,-0.500000,3.873222,0.988737,0.371513 
11760000,-0.500000,3.873308,0.988737,0.371811 
11765000,-0.500000,3.873397,0.988737,0.372109 
11770000,-0.500000,3.873480,0.988737,0.372407 
11775000,-0.500000,3.873573,0.988737,0.372705 
11780000,-0.500000,3.873658,0.988737,0.373003 
11785000,-0.500000,3.873747,0.988737,0.373301 
11790000,-0.500000,3.873833,0.988737,0.373599 
11795000,-0.500000,3.873919,0.988737,0.373897 
11800000,-0.500000,3.874005,0.988737,0.374196 
11805000,-0.500000,3.874090,0.988737,0.374494 
11810000,-0.500000,3.874172,0.988737,0.374792 
11815000,-0.500000,3.874257,0.988737,0.375090 
11820000,-0.500000,3.874345,0.988737,0.375388 
11825000,-0.500000,3.874430,0.988738,0.375686 
11830000,-0.500000,3.874520,0.988738,0.375984 
11835000,-0.500000,3.874602,0.988738,0.376282 
11840000,-0.500000,3.874687,0.988738,0.376580 
11845000,-0.500000,3.874766,0.988738,0.376878 
11850000,-0.500000,3.874853,0.988738,0.377176 
11855000,-0.500000,3.874931,0.988738,0.377474 
11860000,-0.500000,3.875014,0.988738,0.377772 
11865000,-0.500000,3.875101,0.988738,0.378070 
11870000,-0.500000,3.875183,0.988738,0.378368 
11875000,-0.500000,3.875265,0.988738,0.378666 
11880000,-0.500000,3.875348,0.988738,0.378964 
11885000,-0.500000,3.875432,0.988738,0.379262 
11890000,-0.500000,3.875513,0.988739,0.379560 
11895000,-0.500000,3.875597,0.988739,0.379858 
11900000,-0.500000,3.875680,0.988739,0.380156 
11905000,-0.500000,3.875759,0.988739,0.380454 
11910000,-0.500000,3.875846,0.988739,0.380752 
11915000,-0.500000,3.875926,0.988739,0.381050 
11920000,-0.500000,3.876007,0.988739,0.381348 
11925000,-0.500000,3.876091,0.988739,0.381646 
11930000,-0.500000,3.876170,0.988739,0.381944 
11935000,-0.500000,3.876257,0.988739,0.382242 
11940000,-0.500000,3.876340,0.988739,0.382540 
11945000,-0.500000,3.876419,0.988739,0.382838 
11950000,-0.500000,3.876505,0.988739,0.383136 
11955000,-0.500000,3.876588,0.988739,0.383434 
11960000,-0.500000,3.876671,0.988740,0.383732 
11965000,-0.500000,3.876755,0.988740,0.384030 
11970000,-0.500000,3.876834,0.988740,0.384328 
11975000,-0.500000,3.876918,0.988740,0.384626 
11980000,-0.500000,3.876999,0.988740,0.384924 
11985000,-0.500000,3.877078,0.988740,0.385222 
11990000,-0.500000,3.877158,0.988740,0.385520 
11995000,-0.500000,3.877238,0.988740,0.385818 
12000000,-0.500000,3.877319,0.988740,0.386116 
12005000,-0.500000,3.877402,0.988740,0.386414 
12010000,-0.500000,3.877482,0.988740,0.386712 
12015000,-0.500000,3.877563,0.988740,0.387011 
12020000,-0.500000,3.877648,0.988740,0.387309 
12025000,-0.500000,3.877728,0.988741,0.387607 
12030000,-0.500000,3.877807,0.988741,0.387905 
12035000,-0.500000,3.877892,0.988741,0.388203 
12040000,-0.500000,3.877973,0.988741,0.388501 
12045000,-0.500000,3.878053,0.988741,0.388799 
12050000,-0.500000,3.878134,0.988741,0.389097 
12055000,-0.500000,3.878218,0.988741,0.389395 
12060000,-0.500000,3.878299,0.988741,0.389693 
12065000,-0.500000,3.878380,0.988741,0.389991 
12070000,-0.500000,3.878460,0.988741,0.390289 
12075000,-0.500000,3.878540,0.988741,0.390587 
12080000,-0.500000,3.878622,0.988741,0.390885 
12085000,-0.500000,3.878709,0.988741,0.391183 
12090000,-0.500000,3.878790,0.988741,0.391481 
12095000,-0.500000,3.878871,0.988742,0.391779 
12100000,-0.500000,3.878954,0.988742,0.392077 
12105000,-0.500000,3.879037,0.988742,0.392375 
12110000,-0.500000,3.879118,0.988742,0.392673 
12115000,-0.500000,3.879203,0.988742,0.392971 
12120000,-0.500000,3.879285,0.988742,0.393269 
12125000,-0.500000,3.879365,0.988742,0.393567 
12130000,-0.500000,3.879446,0.988742,0.393865 
12135000,-0.500000,3.879527,0.988742,0.394163 
12140000,-0.500000,3.879614,0.988742,0.394461 
12145000,-0.500000,3.879696,0.988742,0.394759 
12150000,-0.500000,3.879776,0.988742,0.395057 
12155000,-0.500000,3.879863,0.988742,0.395355 
12160000,-0.500000,3.879945,0.988742,0.395653 
12165000,-0.500000,3.880026,0.988743,0.395951 
12170000,-0.500000,3.880109,0.988743,0.396249 
12175000,-0.500000,3.880190,0.988743,0.396547 
12180000,-0.500000,3.880271,0.988743,0.396845 
12185000,-0.500000,3.880352,0.988743,0.397143 
12190000,-0.500000,3.880434,0.988743,0.397441 
12195000,-0.500000,3.880516,0.988743,0.397739 
12200000,-0.500000,3.880598,0.988743,0.398037 
12205000,-0.500000,3.880680,0.988743,0.398335 
12210000,-0.500000,3.880762,0.988743,0.398633 
12215000,-0.500000,3.880848,0.988743,0.398931 
12220000,-0.500000,3.880930,0.988743,0.399229 
12225000,-0.500000,3.881013,0.988743,0.399527 
12230000,-0.500000,3.881095,0.988744,0.399826 
12235000,-0.500000,3.881177,0.988744,0.400124 
12240000,-0.500000,3.881258,0.988744,0.400422 
12245000,-0.500000,3.881340,0.988744,0.400720 
12250000,-0.500000,3.881422,0.988744,0.401018 
12255000,-0.500000,3.881510,0.988744,0.401316 
12260000,-0.500000,3.881594,0.988744,0.401614 
12265000,-0.500000,3.881677,0.988744,0.401912 
12270000,-0.500000,3.881759,0.988744,0.402210 
12275000,-0.500000,3.881841,0.988744,0.402508 
12280000,-0.500000,3.881923,0.988744,0.402806 
12285000,-0.500000,3.882006,0.988744,0.403104 
12290000,-0.500000,3.882088,0.988744,0.403402 
12295000,-0.500000,3.882172,0.988744,0.403700 
12300000,-0.500000,3.882255,0.988745,0.403998 
12305000,-0.500000,3.882337,0.988745,0.404296 
12310000,-0.500000,3.882419,0.988745,0.404594 
12315000,-0.500000,3.882502,0.988745,0.404892 
12320000,-0.500000,3.882585,0.988745,0.405190 
12325000,-0.500000,3.882673,0.988745,0.405488 
12330000,-0.500000,3.882759,0.988745,0.405786 
12335000,-0.500000,3.882842,0.988745,0.406084 
12340000,-0.500000,3.882925,0.988745,0.406382 
12345000,-0.500000,3.883007,0.988745,0.406680 
12350000,-0.500000,3.883090,0.988745,0.406978 
12355000,-0.500000,3.883173,0.988745,0.407276 
12360000,-0.500000,3.883256,0.988745,0.407574 
12365000,-0.500000,3.883340,0.988746,0.407872 
12370000,-0.500000,3.883423,0.988746,0.408170 
12375000,-0.500000,3.883507,0.988746,0.408468 
12380000,-0.500000,3.883600,0.988746,0.408766 
12385000,-0.500000,3.883682,0.988746,0.409064 
12390000,-0.500000,3.883765,0.988746,0.409362 
12395000,-0.500000,3.883848,0.988746,0.409660 
12400000,-0.500000,3.883932,0.988746,0.409958 
12405000,-0.500000,3.884016,0.988746,0.410256 
12410000,-0.500000,3.884100,0.988746,0.410554 
12415000,-0.500000,3.884184,0.988746,0.410852 
12420000,-0.500000,3.884269,0.988746,0.411150 
12425000,-0.500000,3.884352,0.988746,0.411448 
12430000,-0.500000,3.884438,0.988746,0.411746 
12435000,-0.500000,3.884521,0.988747,0.412044 
12440000,-0.500000,3.884605,0.988747,0.412342 
12445000,-0.500000,3.884689,0.988747,0.412641 
12450000,-0.500000,3.884773,0.988747,0.412939 
12455000,-0.500000,3.884858,0.988747,0.413237 
12460000,-0.500000,3.884942,0.988747,0.413535 
12465000,-0.500000,3.885027,0.988747,0.413833 
12470000,-0.500000,3.885111,0.988747,0.414131 
12475000,-0.500000,3.885195,0.988747,0.414429 
12480000,-0.500000,3.885278,0.988747,0.414727 
12485000,-0.500000,3.885362,0.988747,0.415025 
12490000,-0.500000,3.885450,0.988747,0.415323 
12495000,-0.500000,3.885541,0.988747,0.415621 
12500000,-0.500000,3.885626,0.988747,0.415919 
12505000,-0.500000,3.885711,0.988748,0.416217 
12510000,-0.500000,3.885796,0.988748,0.416515 
12515000,-0.500000,3.885881,0.988748,0.416813 
12520000,-0.500000,3.885966,0.988748,0.417111 
12525000,-0.500000,3.886050,0.988748,0.417409 
12530000,-0.500000,3.886134,0.988748,0.417707 
12535000,-0.500000,3.886219,0.988748,0.418005 
12540000,-0.500000,3.886304,0.988748,0.418303 
12545000,-0.500000,3.886389,0.988748,0.418601 
12550000,-0.500000,3.886474,0.988748,0.418899 
12555000,-0.500000,3.886559,0.988748,0.419197 
12560000,-0.500000,3.886645,0.988748,0.419495 
12565000,-0.500000,3.886730,0.988748,0.419793 
12570000,-0.500000,3.886816,0.988748,0.420091 
12575000,-0.500000,3.886902,0.988749,0.420389 
12580000,-0.500000,3.886986,0.988749,0.420687 
12585000,-0.500000,3.887071,0.988749,0.420985 
12590000,-0.500000,3.887156,0.988749,0.421283 
12595000,-0.500000,3.887243,0.988749,0.421581 
12600000,-0.500000,3.887331,0.988749,0.421879 
12605000,-0.500000,3.887416,0.988749,0.422177 
12610000,-0.500000,3.887502,0.988749,0.422475 
12615000,-0.500000,3.887588,0.988749,0.422773 
12620000,-0.500000,3.887674,0.988749,0.423071 
12625000,-0.500000,3.887760,0.988749,0.423369 
12630000,-0.500000,3.887846,0.988749,0.423667 
12635000,-0.500000,3.887933,0.988749,0.423965 
12640000,-0.500000,3.888019,0.988750,0.424263 
12645000,-0.500000,3.888103,0.988750,0.424561 
12650000,-0.500000,3.888189,0.988750,0.424859 
12655000,-0.500000,3.888274,0.988750,0.425157 
12660000,-0.500000,3.888361,0.988750,0.425456 
12665000,-0.500000,3.888447,0.988750,0.425754 
12670000,-0.500000,3.888533,0.988750,0.426052 
12675000,-0.500000,3.888620,0.988750,0.426350 
12680000,-0.500000,3.888712,0.988750,0.426648 
12685000,-0.500000,3.888807,0.988750,0.426946 
12690000,-0.500000,3.888894,0.988750,0.427244 
12695000,-0.500000,3.888980,0.988750,0.427542 
12700000,-0.500000,3.889067,0.988750,0.427840 
12705000,-0.500000,3.889154,0.988751,0.428138 
12710000,-0.500000,3.889241,0.988751,0.428436 
12715000,-0.500000,3.889327,0.988751,0.428734 
12720000,-0.500000,3.889413,0.988751,0.429032 
12725000,-0.500000,3.889499,0.988751,0.429330 
12730000,-0.500000,3.889586,0.988751,0.429628 
12735000,-0.500000,3.889673,0.988751,0.429926 
12740000,-0.500000,3.889760,0.988751,0.430224 
12745000,-0.500000,3.889848,0.988751,0.430522 
12750000,-0.500000,3.889935,0.988751,0.430820 
12755000,-0.500000,3.890023,0.988751,0.431118 
12760000,-0.500000,3.890110,0.988751,0.431416 
12765000,-0.500000,3.890198,0.988751,0.431714 
12770000,-0.500000,3.890285,0.988751,0.432012 
12775000,-0.500000,3.890373,0.988752,0.432310 
12780000,-0.500000,3.890460,0.988752,0.432608 
12785000,-0.500000,3.890548,0.988752,0.432906 
12790000,-0.500000,3.890635,0.988752,0.433204 
12795000,-0.500000,3.890721,0.988752,0.433502 
12800000,-0.500000,3.890808,0.988752,0.433800 
12805000,-0.500000,3.890896,0.988752,0.434098 
12810000,-0.500000,3.890983,0.988752,0.434396 
12815000,-0.500000,3.891071,0.988752,0.434694 
12820000,-0.500000,3.891159,0.988752,0.434992 
12825000,-0.500000,3.891247,0.988752,0.435290 
12830000,-0.500000,3.891345,0.988752,0.435588 
12835000,-0.500000,3.891439,0.988752,0.435886 
12840000,-0.500000,3.891527,0.988752,0.436184 
12845000,-0.500000,3.891616,0.988753,0.436482 
12850000,-0.500000,3.891704,0.988753,0.436780 
12855000,-0.500000,3.891793,0.988753,0.437078 
12860000,-0.500000,3.891881,0.988753,0.437376 
12865000,-0.500000,3.891970,0.988753,0.437674 
12870000,-0.500000,3.892058,0.988753,0.437972 
12875000,-0.500000,3.892147,0.988753,0.438271 
12880000,-0.500000,3.892235,0.988753,0.438569 
12885000,-0.500000,3.892322,0.988753,0.438867 
12890000,-0.500000,3.892411,0.988753,0.439165 
12895000,-0.500000,3.892499,0.988753,0.439463 
12900000,-0.500000,3.892587,0.988753,0.439761 
12905000,-0.500000,3.892675,0.988753,0.440059 
12910000,-0.500000,3.892764,0.988753,0.440357 
12915000,-0.500000,3.892853,0.988754,0.440655 
12920000,-0.500000,3.892942,0.988754,0.440953 
12925000,-0.500000,3.893031,0.988754,0.441251 
12930000,-0.500000,3.893120,0.988754,0.441549 
12935000,-0.500000,3.893209,0.988754,0.441847 
12940000,-0.500000,3.893299,0.988754,0.442145 
12945000,-0.500000,3.893388,0.988754,0.442443 
12950000,-0.500000,3.893478,0.988754,0.442741 
12955000,-0.500000,3.893577,0.988754,0.443039 
12960000,-0.500000,3.893678,0.988754,0.443337 
12965000,-0.500000,3.893768,0.988754,0.443635 
12970000,-0.500000,3.893857,0.988754,0.443933 
12975000,-0.500000,3.893947,0.988754,0.444231 
12980000,-0.500000,3.894037,0.988755,0.444529 
12985000,-0.500000,3.894127,0.988755,0.444827 
12990000,-0.500000,3.894216,0.988755,0.445125 
12995000,-0.500000,3.894305,0.988755,0.445423 
13000000,-0.500000,3.894394,0.988755,0.445721 
13005000,-0.500000,3.894484,0.988755,0.446019 
13010000,-0.500000,3.894573,0.988755,0.446317 
13015000,-0.500000,3.894663,0.988755,0.446615 
13020000,-0.500000,3.894753,0.988755,0.446913 
13025000,-0.500000,3.894843,0.988755,0.447211 
13030000,-0.500000,3.894933,0.988755,0.447509 
13035000,-0.500000,3.895024,0.988755,0.447807 
13040000,-0.500000,3.895114,0.988755,0.448105 
13045000,-0.500000,3.895205,0.988756,0.448403 
13050000,-0.500000,3.895295,0.988756,0.448701 
13055000,-0.500000,3.895385,0.988756,0.448999 
13060000,-0.500000,3.895476,0.988756,0.449297 
13065000,-0.500000,3.895567,0.988756,0.449595 
13070000,-0.500000,3.895658,0.988756,0.449893 
13075000,-0.500000,3.895748,0.988756,0.450191 
13080000,-0.500000,3.895839,0.988756,0.450489 
13085000,-0.500000,3.895930,0.988756,0.450787 
13090000,-0.500000,3.896021,0.988756,0.451086 
13095000,-0.500000,3.896112,0.988756,0.451384 
13100000,-0.500000,3.896204,0.988756,0.451682 
13105000,-0.500000,3.896295,0.988756,0.451980 
13110000,-0.500000,3.896386,0.988756,0.452278 
13115000,-0.500000,3.896477,0.988757,0.452576 
13120000,-0.500000,3.896568,0.988757,0.452874 
13125000,-0.500000,3.896658,0.988757,0.453172 
13130000,-0.500000,3.896749,0.988757,0.453470 
13135000,-0.500000,3.896840,0.988757,0.453768 
13140000,-0.500000,3.896931,0.988757,0.454066 
13145000,-0.500000,3.897022,0.988757,0.454364 
13150000,-0.500000,3.897113,0.988757,0.454662 
13155000,-0.500000,3.897205,0.988757,0.454960 
13160000,-0.500000,3.897296,0.988757,0.455258 
13165000,-0.500000,3.897388,0.988757,0.455556 
13170000,-0.500000,3.897480,0.988757,0.455854 
13175000,-0.500000,3.897571,0.988757,0.456152 
13180000,-0.500000,3.897663,0.988757,0.456450 
13185000,-0.500000,3.897755,0.988758,0.456748 
13190000,-0.500000,3.897847,0.988758,0.457046 
13195000,-0.500000,3.897939,0.988758,0.457344 
13200000,-0.500000,3.898031,0.988758,0.457642 
13205000,-0.500000,3.898124,0.988758,0.457940 
13210000,-0.500000,3.898216,0.988758,0.458238 
13215000,-0.500000,3.898309,0.988758,0.458536 
13220000,-0.500000,3.898401,0.988758,0.458834 
13225000,-0.500000,3.898494,0.988758,0.459132 
13230000,-0.500000,3.898586,0.988758,0.459430 
13235000,-0.500000,3.898679,0.988758,0.459728 
13240000,-0.500000,3.898771,0.988758,0.460026 
13245000,-0.500000,3.898864,0.988758,0.460324 
13250000,-0.500000,3.898957,0.988759,0.460622 
13255000,-0.500000,3.899050,0.988759,0.460920 
13260000,-0.500000,3.899143,0.988759,0.461218 
13265000,-0.500000,3.899236,0.988759,0.461516 
13270000,-0.500000,3.899329,0.988759,0.461814 
